"Year","Month","CPI 2015=100 Point figure","CPI 2010=100 Point figure","CPI 2005=100 Point figure","CPI 2000=100 Point figure","CPI 1995=100 Point figure","CPI 1990 =100 Point figure","CPI 1985=100 Point figure","CPI 1981=100 Point figure","CPI 1977=100 Point figure","CPI 1972=100 Point figure"
"1999","September",.,.,.,.,104.9,117.4,148.7,200.2,289.5,566.5
"1999","October",.,.,.,.,105.1,117.7,149.0,200.6,290.1,567.7
"1999","November",.,.,.,.,105.1,117.7,149.0,200.6,290.1,567.6
"1999","December",.,.,.,.,105.5,118.1,149.6,201.3,291.3,569.8
"1999","Annual average",.,.,.,.,104.4,117.0,148.1,199.4,288.4,564.3
"1998","January",.,.,.,.,102.7,115.0,145.5,195.9,283.4,554.5
"1998","February",.,.,.,.,102.6,114.9,145.5,195.9,283.4,554.5
"1998","March",.,.,.,.,102.9,115.2,145.8,196.3,284.0,555.6
"1998","April",.,.,.,.,103.3,115.7,146.5,197.2,285.3,558.2
"1998","May",.,.,.,.,103.3,115.7,146.4,197.1,285.1,557.9
"1998","June",.,.,.,.,103.5,115.9,146.7,197.5,285.7,559.0
"1998","July",.,.,.,.,103.2,115.6,146.4,197.0,285.0,557.6
"1998","August",.,.,.,.,103.4,115.8,146.6,197.3,285.4,558.4
"1998","September",.,.,.,.,103.7,116.1,147.0,197.9,286.3,560.1
"1998","October",.,.,.,.,103.7,116.1,147.0,197.9,286.3,560.2
"1998","November",.,.,.,.,103.4,115.8,146.7,197.4,285.6,558.8
"1998","December",.,.,.,.,103.4,115.8,146.6,197.3,285.5,558.5
"1998","Annual average",.,.,.,.,103.2,115.6,146.4,197.1,285.1,557.8
"1997","January",.,.,.,.,100.7,112.6,142.6,192.0,277.7,543.3
"1997","February",.,.,.,.,100.8,112.8,142.8,192.2,278.1,544.0
"1997","March",.,.,.,.,101.0,113.2,143.3,192.9,279.1,546.0
"1997","April",.,.,.,.,101.5,113.8,144.0,193.9,280.5,548.8
"1997","May",.,.,.,.,101.8,114.0,144.3,194.3,281.1,549.9
"1997","June",.,.,.,.,101.9,114.2,144.6,194.7,281.6,550.9
"1997","July",.,.,.,.,102.1,114.2,144.6,194.6,281.5,550.8
"1997","August",.,.,.,.,102.2,114.4,144.8,195.0,282.0,551.8
"1997","September",.,.,.,.,102.3,114.6,145.1,195.4,282.6,553.0
"1997","October",.,.,.,.,102.6,114.9,145.5,195.9,283.3,554.4
"1997","November",.,.,.,.,102.5,114.8,145.4,195.7,283.1,553.8
"1997","December",.,.,.,.,102.5,114.8,145.4,195.7,283.1,553.9
"1997","Annual average",.,.,.,.,101.8,114.0,144.4,194.3,281.1,550.0
"1996","January",.,.,.,.,100.0,112.0,141.8,190.8,276.1,540.1
"1996","February",.,.,.,.,100.4,112.4,142.3,191.5,277.0,542.0
"1996","March",.,.,.,.,100.5,112.5,142.4,191.7,277.3,542.5
"1996","April",.,.,.,.,100.6,112.7,142.6,192.0,277.8,543.5
"1996","May",.,.,.,.,100.9,112.9,142.9,192.4,278.3,544.5
"1996","June",.,.,.,.,100.8,112.9,142.9,192.4,278.3,544.4
"1996","July",.,.,.,.,100.9,112.8,142.8,192.2,278.1,544.1
"1996","August",.,.,.,.,100.6,112.6,142.5,191.8,277.5,542.9
"1996","September",.,.,.,.,100.7,112.8,142.8,192.2,278.0,544.0
"1996","October",.,.,.,.,100.9,113.0,143.1,192.6,278.6,545.1
"1996","November",.,.,.,.,100.6,112.7,142.6,192.0,277.8,543.4
"1996","December",.,.,.,.,100.6,112.7,142.7,192.1,277.9,543.7
"1996","Annual average",.,.,.,.,100.6,112.6,142.6,192.0,277.7,543.4
"1995","January",.,.,.,.,99.7,111.4,141.1,189.9,274.7,537.4
"1995","February",.,.,.,.,99.9,111.8,141.5,190.5,275.6,539.2
"1995","March",.,.,.,.,99.9,111.8,141.6,190.6,275.7,539.5
"1995","April",.,.,.,.,99.9,111.9,141.7,190.7,275.9,539.8
"1995","May",.,.,.,.,100.1,112.0,141.9,191.0,276.2,540.5
"1995","June",.,.,.,.,100.4,112.4,142.3,191.5,277.0,542.0
"1995","July",.,.,.,.,100.4,112.3,142.1,191.3,276.8,541.5
"1995","August",.,.,.,.,100.1,112.1,141.9,191.1,276.4,540.7
"1995","September",.,.,.,.,100.1,112.2,142.1,191.3,276.7,541.3
"1995","October",.,.,.,.,100.1,112.2,142.1,191.3,276.7,541.3
"1995","November",.,.,.,.,99.8,111.9,141.7,190.7,275.9,539.8
"1995","December",.,.,.,.,99.7,111.8,141.5,190.5,275.6,539.2
"1995","Annual average",.,.,.,.,100.0,112.0,141.8,190.9,276.1,540.2
"1994","January",.,.,.,.,.,109.4,138.5,186.4,269.7,527.6
"1994","February",.,.,.,.,.,109.8,139.0,187.1,270.7,529.6
"1994","March",.,.,.,.,.,110.0,139.3,187.5,271.2,530.7
"1994","April",.,.,.,.,.,110.2,139.6,187.9,271.8,531.8
"1994","May",.,.,.,.,.,110.3,139.6,187.9,271.8,531.8
"1994","June",.,.,.,.,.,111.3,141.0,189.8,274.5,537.1
"1994","July",.,.,.,.,.,111.4,141.0,189.9,274.6,537.3
"1994","August",.,.,.,.,.,111.6,141.3,190.2,275.1,538.2
"1994","September",.,.,.,.,.,111.8,141.6,190.6,275.7,539.5
"1994","October",.,.,.,.,.,111.9,141.7,190.8,276.0,539.9
"1994","November",.,.,.,.,.,111.6,141.3,190.2,275.2,538.3
"1994","December",.,.,.,.,.,111.5,141.1,190.0,274.8,537.6
"1994","Annual average",.,.,.,.,.,110.9,140.4,189.0,273.4,535.0
"1993","January",.,.,.,.,.,109.1,138.2,186.0,269.0,526.4
"1993","February",.,.,.,.,.,109.5,138.6,186.6,269.9,528.1
"1993","March",.,.,.,.,.,109.6,138.8,186.8,270.3,528.8
"1993","April",.,.,.,.,.,110.0,139.3,187.5,271.3,530.7
"1993","May",.,.,.,.,.,110.1,139.4,187.6,271.4,531.0
"1993","June",.,.,.,.,.,109.9,139.2,187.4,271.0,530.3
"1993","July",.,.,.,.,.,109.7,138.8,186.9,270.4,528.9
"1993","August",.,.,.,.,.,109.5,138.7,186.7,270.0,528.3
"1993","September",.,.,.,.,.,109.7,139.0,187.0,270.6,529.4
"1993","October",.,.,.,.,.,109.9,139.1,187.3,270.9,530.1
"1993","November",.,.,.,.,.,109.7,138.9,187.0,270.6,529.3
"1993","December",.,.,.,.,.,109.7,138.8,186.9,270.4,529.0
"1993","Annual average",.,.,.,.,.,109.7,138.9,187.0,270.5,529.2
"1992","January",.,.,.,.,.,106.1,134.7,181.3,262.2,513.1
"1992","February",.,.,.,.,.,106.4,135.0,181.7,262.9,514.3
"1992","March",.,.,.,.,.,106.7,135.4,182.2,263.6,515.7
"1992","April",.,.,.,.,.,107.2,135.9,183.0,264.7,517.8
"1992","May",.,.,.,.,.,107.3,136.0,183.1,264.9,518.2
"1992","June",.,.,.,.,.,107.7,136.3,183.4,265.4,519.2
"1992","July",.,.,.,.,.,107.4,136.1,183.2,265.0,518.4
"1992","August",.,.,.,.,.,107.2,135.9,183.0,264.7,517.9
"1992","September",.,.,.,.,.,107.9,136.4,183.7,265.7,519.8
"1992","October",.,.,.,.,.,108.2,136.9,184.3,266.6,521.6
"1992","November",.,.,.,.,.,108.3,137.1,184.6,267.0,522.4
"1992","December",.,.,.,.,.,108.0,136.8,184.1,266.3,521.0
"1992","Annual average",.,.,.,.,.,107.4,136.0,183.1,264.9,518.3
"1991","January",.,.,.,.,.,102.9,130.9,176.3,255.0,498.8
"1991","February",.,.,.,.,.,103.4,131.6,177.1,256.2,501.3
"1991","March",.,.,.,.,.,103.6,131.7,177.3,256.5,501.8
"1991","April",.,.,.,.,.,104.1,132.2,178.0,257.5,503.7
"1991","May",.,.,.,.,.,104.5,132.8,178.8,258.6,506.0
"1991","June",.,.,.,.,.,104.5,132.7,178.7,258.4,505.6
"1991","July",.,.,.,.,.,104.3,132.7,178.6,258.4,505.5
"1991","August",.,.,.,.,.,104.3,132.8,178.8,258.6,505.9
"1991","September",.,.,.,.,.,104.6,133.0,179.0,259.0,506.7
"1991","October",.,.,.,.,.,104.9,133.3,179.4,259.6,507.8
"1991","November",.,.,.,.,.,105.0,133.4,179.5,259.7,508.1
"1991","December",.,.,.,.,.,105.6,134.0,180.4,260.9,510.5
"1991","Annual average",.,.,.,.,.,104.3,132.6,178.5,258.2,505.2
"1990","January",.,.,.,.,.,97.9,124.8,168.0,243.0,475.4
"1990","February",.,.,.,.,.,98.4,125.3,168.7,244.0,477.3
"1990","March",.,.,.,.,.,98.7,125.7,169.2,244.7,478.7
"1990","April",.,.,.,.,.,99.3,126.4,170.2,246.1,481.6
"1990","May",.,.,.,.,.,99.6,127.0,170.9,247.2,483.7
"1990","June",.,.,.,.,.,100.0,127.3,171.4,248.0,485.1
"1990","July",.,.,.,.,.,100.0,127.5,171.7,248.3,485.9
"1990","August",.,.,.,.,.,100.5,128.1,172.5,249.5,488.1
"1990","September",.,.,.,.,.,101.2,128.8,173.4,250.8,490.6
"1990","October",.,.,.,.,.,101.5,129.2,173.9,251.5,492.0
"1990","November",.,.,.,.,.,101.5,129.1,173.8,251.5,492.0
"1990","December",.,.,.,.,.,101.4,129.0,173.6,251.1,491.3
"1990","Annual average",.,.,.,.,.,100.0,127.3,171.4,248.0,485.1
"1989","January",.,.,.,.,.,.,116.0,156.2,226.0,442.1
"1989","February",.,.,.,.,.,.,116.6,157.0,227.1,444.3
"1989","March",.,.,.,.,.,.,117.9,158.8,229.7,449.3
"1989","April",.,.,.,.,.,.,119.1,160.3,231.8,453.6
"1989","May",.,.,.,.,.,.,119.5,160.9,232.7,455.4
"1989","June",.,.,.,.,.,.,120.6,162.3,234.8,459.4
"1989","July",.,.,.,.,.,.,120.4,162.2,234.6,458.9
"1989","August",.,.,.,.,.,.,120.6,162.4,234.9,459.5
"1989","September",.,.,.,.,.,.,121.9,164.1,237.4,464.5
"1989","October",.,.,.,.,.,.,122.4,164.7,238.3,466.2
"1989","November",.,.,.,.,.,.,122.3,164.6,238.1,465.9
"1989","December",.,.,.,.,.,.,123.0,165.5,239.4,468.4
"1989","Annual average",.,.,.,.,.,.,120.0,161.6,233.7,457.3
"1988","January",.,.,.,.,.,.,109.7,147.7,213.6,417.9
"1988","February",.,.,.,.,.,.,110.0,148.1,214.3,419.2
"1988","March",.,.,.,.,.,.,110.6,148.9,215.4,421.4
"1988","April",.,.,.,.,.,.,111.4,150.0,217.0,424.4
"1988","May",.,.,.,.,.,.,112.3,151.2,218.7,427.8
"1988","June",.,.,.,.,.,.,112.9,152.0,219.9,430.3
"1988","July",.,.,.,.,.,.,112.9,151.9,219.8,429.9
"1988","August",.,.,.,.,.,.,113.1,152.3,220.2,430.9
"1988","September",.,.,.,.,.,.,114.2,153.7,222.3,434.9
"1988","October",.,.,.,.,.,.,114.3,153.8,222.5,435.4
"1988","November",.,.,.,.,.,.,114.5,154.2,223.0,436.4
"1988","December",.,.,.,.,.,.,115.4,155.4,224.8,439.8
"1988","Annual average",.,.,.,.,.,.,112.6,151.6,219.3,429.0
"1987","January",.,.,.,.,.,.,105.3,142.2,205.7,402.4
"1987","February",.,.,.,.,.,.,105.7,142.7,206.4,403.8
"1987","March",.,.,.,.,.,.,106.3,143.4,207.4,405.9
"1987","April",.,.,.,.,.,.,106.8,144.0,208.3,407.5
"1987","May",.,.,.,.,.,.,106.9,144.3,208.6,408.2
"1987","June",.,.,.,.,.,.,107.3,144.6,209.2,409.3
"1987","July",.,.,.,.,.,.,107.2,144.7,209.2,409.4
"1987","August",.,.,.,.,.,.,107.5,145.0,209.7,410.3
"1987","September",.,.,.,.,.,.,108.1,145.6,210.6,412.1
"1987","October",.,.,.,.,.,.,108.3,145.9,210.9,412.7
"1987","November",.,.,.,.,.,.,108.1,145.9,210.9,412.7
"1987","December",.,.,.,.,.,.,108.4,145.9,211.1,413.0
"1987","Annual average",.,.,.,.,.,.,107.1,144.5,209.0,409.0
"1986","January",.,.,.,.,.,.,101.7,137.2,198.4,388.1
"1986","February",.,.,.,.,.,.,102.1,137.8,199.3,390.0
"1986","March",.,.,.,.,.,.,102.1,138.1,199.7,390.8
"1986","April",.,.,.,.,.,.,102.5,138.6,200.4,392.3
"1986","May",.,.,.,.,.,.,102.3,139.1,201.2,393.6
"1986","June",.,.,.,.,.,.,102.9,139.8,202.2,395.5
"1986","July",.,.,.,.,.,.,102.9,139.9,202.4,395.9
"1986","August",.,.,.,.,.,.,103.2,140.2,202.7,396.7
"1986","September",.,.,.,.,.,.,103.7,140.2,202.8,396.8
"1986","October",.,.,.,.,.,.,103.9,140.7,203.4,398.0
"1986","November",.,.,.,.,.,.,103.8,140.6,203.4,398.0
"1986","December",.,.,.,.,.,.,104.0,140.8,203.6,398.4
"1986","Annual average",.,.,.,.,.,.,102.9,139.4,201.6,394.5
"1985","January",.,.,.,.,.,.,98.1,131.2,189.7,371.3
"1985","February",.,.,.,.,.,.,98.4,131.7,190.5,372.8
"1985","March",.,.,.,.,.,.,99.3,133.0,192.3,376.3
"1985","April",.,.,.,.,.,.,99.9,133.7,193.4,378.3
"1985","May",.,.,.,.,.,.,100.1,135.0,195.2,382.0
"1985","June",.,.,.,.,.,.,100.3,135.3,195.7,383.0
"1985","July",.,.,.,.,.,.,100.2,135.4,195.8,383.1
"1985","August",.,.,.,.,.,.,100.3,135.6,196.1,383.8
"1985","September",.,.,.,.,.,.,100.7,135.8,196.4,384.2
"1985","October",.,.,.,.,.,.,100.8,136.0,196.6,384.7
"1985","November",.,.,.,.,.,.,100.8,136.1,196.8,385.1
"1985","December",.,.,.,.,.,.,101.0,136.2,197.0,385.4
"1985","Annual average",.,.,.,.,.,.,100.0,134.6,194.6,380.8
"1984","January",.,.,.,.,.,.,.,123.3,178.4,349.0
"1984","February",.,.,.,.,.,.,.,123.8,179.1,350.4
"1984","March",.,.,.,.,.,.,.,124.7,180.3,352.9
"1984","April",.,.,.,.,.,.,.,125.6,181.6,355.3
"1984","May",.,.,.,.,.,.,.,126.9,183.4,359.0
"1984","June",.,.,.,.,.,.,.,127.2,183.9,359.9
"1984","July",.,.,.,.,.,.,.,127.7,184.6,361.3
"1984","August",.,.,.,.,.,.,.,128.2,185.3,362.7
"1984","September",.,.,.,.,.,.,.,129.0,186.4,364.9
"1984","October",.,.,.,.,.,.,.,129.6,187.4,366.8
"1984","November",.,.,.,.,.,.,.,129.7,187.6,367.0
"1984","December",.,.,.,.,.,.,.,129.8,187.7,367.2
"1984","Annual average",.,.,.,.,.,.,.,127.1,183.8,359.7
"1983","January",.,.,.,.,.,.,.,113.9,164.8,322.5
"1983","February",.,.,.,.,.,.,.,114.4,165.7,324.3
"1983","March",.,.,.,.,.,.,.,115.4,166.6,326.0
"1983","April",.,.,.,.,.,.,.,116.3,168.7,330.0
"1983","May",.,.,.,.,.,.,.,118.2,170.9,334.3
"1983","June",.,.,.,.,.,.,.,119.5,172.9,338.4
"1983","July",.,.,.,.,.,.,.,120.0,173.7,339.9
"1983","August",.,.,.,.,.,.,.,120.1,174.0,340.5
"1983","September",.,.,.,.,.,.,.,121.0,175.1,342.5
"1983","October",.,.,.,.,.,.,.,121.3,175.4,343.2
"1983","November",.,.,.,.,.,.,.,122.4,177.0,346.3
"1983","December",.,.,.,.,.,.,.,122.3,176.9,346.1
"1983","Annual average",.,.,.,.,.,.,.,118.7,171.8,336.2
"1982","January",.,.,.,.,.,.,.,105.4,152.4,298.1
"1982","February",.,.,.,.,.,.,.,105.9,153.1,299.6
"1982","March",.,.,.,.,.,.,.,107.3,155.0,303.3
"1982","April",.,.,.,.,.,.,.,107.9,156.1,305.4
"1982","May",.,.,.,.,.,.,.,110.0,158.6,310.4
"1982","June",.,.,.,.,.,.,.,110.4,158.9,310.9
"1982","July",.,.,.,.,.,.,.,111.3,160.1,313.2
"1982","August",.,.,.,.,.,.,.,110.8,159.7,312.5
"1982","September",.,.,.,.,.,.,.,110.6,160.1,313.2
"1982","October",.,.,.,.,.,.,.,111.1,160.7,314.4
"1982","November",.,.,.,.,.,.,.,111.4,161.3,315.6
"1982","December",.,.,.,.,.,.,.,112.7,163.4,319.7
"1982","Annual average",.,.,.,.,.,.,.,109.6,158.3,309.7
"1981","January",.,.,.,.,.,.,.,95.6,137.6,269.3
"1981","February",.,.,.,.,.,.,.,96.1,138.8,271.6
"1981","March",.,.,.,.,.,.,.,97.1,140.6,275.2
"1981","April",.,.,.,.,.,.,.,98.0,142.4,278.8
"1981","May",.,.,.,.,.,.,.,99.1,144.4,282.6
"1981","June",.,.,.,.,.,.,.,100.3,145.3,284.2
"1981","July",.,.,.,.,.,.,.,100.6,145.7,285.1
"1981","August",.,.,.,.,.,.,.,100.9,146.2,286.0
"1981","September",.,.,.,.,.,.,.,102.0,148.1,289.8
"1981","October",.,.,.,.,.,.,.,103.3,149.4,292.3
"1981","November",.,.,.,.,.,.,.,103.3,149.4,292.4
"1981","December",.,.,.,.,.,.,.,103.5,149.9,293.4
"1981","Annual average",.,.,.,.,.,.,.,100.0,144.8,283.4
"1980","January",.,.,.,.,.,.,.,.,121.3,237.3
"1980","February",.,.,.,.,.,.,.,.,123.1,240.8
"1980","March",.,.,.,.,.,.,.,.,124.3,243.3
"1980","April",.,.,.,.,.,.,.,.,126.7,247.8
"1980","May",.,.,.,.,.,.,.,.,128.1,250.7
"1980","June",.,.,.,.,.,.,.,.,128.6,251.7
"1980","July",.,.,.,.,.,.,.,.,129.4,253.1
"1980","August",.,.,.,.,.,.,.,.,131.1,256.4
"1980","September",.,.,.,.,.,.,.,.,132.9,260.1
"1980","October",.,.,.,.,.,.,.,.,134.2,262.6
"1980","November",.,.,.,.,.,.,.,.,135.4,264.9
"1980","December",.,.,.,.,.,.,.,.,136.4,266.8
"1980","Annual average",.,.,.,.,.,.,.,.,129.3,253.0
"1979","January",.,.,.,.,.,.,.,.,111.3,217.8
"1979","February",.,.,.,.,.,.,.,.,112.6,220.4
"1979","March",.,.,.,.,.,.,.,.,113.4,221.8
"1979","April",.,.,.,.,.,.,.,.,114.4,223.9
"1979","May",.,.,.,.,.,.,.,.,114.8,224.6
"1979","June",.,.,.,.,.,.,.,.,115.6,226.3
"1979","July",.,.,.,.,.,.,.,.,116.2,227.3
"1979","August",.,.,.,.,.,.,.,.,116.7,228.4
"1979","September",.,.,.,.,.,.,.,.,117.7,230.3
"1979","October",.,.,.,.,.,.,.,.,118.4,231.8
"1979","November",.,.,.,.,.,.,.,.,119.3,233.4
"1979","December",.,.,.,.,.,.,.,.,119.9,234.7
"1979","Annual average",.,.,.,.,.,.,.,.,115.9,226.7
"1978","January",.,.,.,.,.,.,.,.,104.0,204.3
"1978","February",.,.,.,.,.,.,.,.,105.3,206.8
"1978","March",.,.,.,.,.,.,.,.,105.6,207.3
"1978","April",.,.,.,.,.,.,.,.,106.2,208.1
"1978","May",.,.,.,.,.,.,.,.,107.8,211.3
"1978","June",.,.,.,.,.,.,.,.,107.8,211.4
"1978","July",.,.,.,.,.,.,.,.,108.1,211.8
"1978","August",.,.,.,.,.,.,.,.,108.6,212.7
"1978","September",.,.,.,.,.,.,.,.,109.3,214.3
"1978","October",.,.,.,.,.,.,.,.,110.0,215.3
"1978","November",.,.,.,.,.,.,.,.,110.6,216.5
"1978","December",.,.,.,.,.,.,.,.,110.4,216.1
"1978","Annual average",.,.,.,.,.,.,.,.,107.8,211.3
"1977","January",.,.,.,.,.,.,.,.,94.9,185.0
"1977","February",.,.,.,.,.,.,.,.,95.8,187.2
"1977","March",.,.,.,.,.,.,.,.,97.1,190.2
"1977","April",.,.,.,.,.,.,.,.,97.8,191.6
"1977","May",.,.,.,.,.,.,.,.,99.1,194.3
"1977","June",.,.,.,.,.,.,.,.,99.9,196.7
"1977","July",.,.,.,.,.,.,.,.,100.6,198.2
"1977","August",.,.,.,.,.,.,.,.,102.2,201.4
"1977","September",.,.,.,.,.,.,.,.,102.6,202.2
"1977","October",.,.,.,.,.,.,.,.,103.1,202.9
"1977","November",.,.,.,.,.,.,.,.,103.3,203.8
"1977","December",.,.,.,.,.,.,.,.,103.7,204.1
"1977","Annual average",.,.,.,.,.,.,.,.,100.0,196.4
"1976","January",.,.,.,.,.,.,.,.,.,165.7
"1976","February",.,.,.,.,.,.,.,.,.,167.8
"1976","March",.,.,.,.,.,.,.,.,.,169.6
"1976","April",.,.,.,.,.,.,.,.,.,170.8
"1976","May",.,.,.,.,.,.,.,.,.,171.3
"1976","June",.,.,.,.,.,.,.,.,.,171.7
"1976","July",.,.,.,.,.,.,.,.,.,175.0
"1976","August",.,.,.,.,.,.,.,.,.,177.3
"1976","September",.,.,.,.,.,.,.,.,.,178.7
"1976","October",.,.,.,.,.,.,.,.,.,180.6
"1976","November",.,.,.,.,.,.,.,.,.,181.8
"1976","December",.,.,.,.,.,.,.,.,.,182.4
"1976","Annual average",.,.,.,.,.,.,.,.,.,174.4
"1975","January",.,.,.,.,.,.,.,.,.,141.3
"1975","February",.,.,.,.,.,.,.,.,.,143.4
"1975","March",.,.,.,.,.,.,.,.,.,145.8
"1975","April",.,.,.,.,.,.,.,.,.,148.9
"1975","May",.,.,.,.,.,.,.,.,.,150.4
"1975","June",.,.,.,.,.,.,.,.,.,150.9
"1975","July",.,.,.,.,.,.,.,.,.,153.3
"1975","August",.,.,.,.,.,.,.,.,.,155.2
"1975","September",.,.,.,.,.,.,.,.,.,157.4
"1975","October",.,.,.,.,.,.,.,.,.,159.8
"1975","November",.,.,.,.,.,.,.,.,.,161.4
"1975","December",.,.,.,.,.,.,.,.,.,162.4
"1975","Annual average",.,.,.,.,.,.,.,.,.,152.5
"1974","January",.,.,.,.,.,.,.,.,.,118.5
"1974","February",.,.,.,.,.,.,.,.,.,121.9
"1974","March",.,.,.,.,.,.,.,.,.,123.0
"1974","April",.,.,.,.,.,.,.,.,.,126.1
"1974","May",.,.,.,.,.,.,.,.,.,127.4
"1974","June",.,.,.,.,.,.,.,.,.,127.8
"1974","July",.,.,.,.,.,.,.,.,.,130.4
"1974","August",.,.,.,.,.,.,.,.,.,132.3
"1974","September",.,.,.,.,.,.,.,.,.,135.1
"1974","October",.,.,.,.,.,.,.,.,.,136.3
"1974","November",.,.,.,.,.,.,.,.,.,137.2
"1974","December",.,.,.,.,.,.,.,.,.,137.5
"1974","Annual average",.,.,.,.,.,.,.,.,.,129.4
"1973","January",.,.,.,.,.,.,.,.,.,104.1
"1973","February",.,.,.,.,.,.,.,.,.,104.8
"1973","March",.,.,.,.,.,.,.,.,.,105.4
"1973","April",.,.,.,.,.,.,.,.,.,106.7
"1973","May",.,.,.,.,.,.,.,.,.,108.3
"1973","June",.,.,.,.,.,.,.,.,.,109.4
"1973","July",.,.,.,.,.,.,.,.,.,112.2
"1973","August",.,.,.,.,.,.,.,.,.,113.8
"1973","September",.,.,.,.,.,.,.,.,.,114.7
"1973","October",.,.,.,.,.,.,.,.,.,115.4
"1973","November",.,.,.,.,.,.,.,.,.,116.1
"1973","December",.,.,.,.,.,.,.,.,.,117.6
"1973","Annual average",.,.,.,.,.,.,.,.,.,110.7
"1972","January",.,.,.,.,.,.,.,.,.,95.8
"1972","February",.,.,.,.,.,.,.,.,.,96.6
"1972","March",.,.,.,.,.,.,.,.,.,97.2
"1972","April",.,.,.,.,.,.,.,.,.,98.8
"1972","May",.,.,.,.,.,.,.,.,.,99.5
"1972","June",.,.,.,.,.,.,.,.,.,99.9
"1972","July",.,.,.,.,.,.,.,.,.,100.8
"1972","August",.,.,.,.,.,.,.,.,.,101.3
"1972","September",.,.,.,.,.,.,.,.,.,101.7
"1972","October",.,.,.,.,.,.,.,.,.,102.1
"1972","November",.,.,.,.,.,.,.,.,.,102.9
"1972","December",.,.,.,.,.,.,.,.,.,103.1
"1972","Annual average",.,.,.,.,.,.,.,.,.,100.0
